,hs9,hs9_name
46,030235200,Atlantic_and_Pacific_bluefin_tunas_(Thunnus_thynnus__Thunnus_orientalis)
47,030243000,Sardines_(Sardina_pilchardus__Sardinops_spp.)__sardinella_(Sardinella_spp.)__brisling_or_sprats_(Sprattus_sprattus)
48,030289000,Other
49,030290000,Livers_and_roes
50,030312000,Other_Pacific_salmon_(Oncorhynchus_gorbuscha__Oncorhynchus_keta__Oncorhynchus_tschawytscha__Oncorhynchus_kisutch__Oncorhynchus_masou_and_Oncorhynchus_rhodurus)
51,030345100,Atlantic_and_Pacific_bluefin_tunas_(Thunnus_thynnus__Thunnus_orientalis)
52,030345200,Atlantic_and_Pacific_bluefin_tunas_(Thunnus_thynnus__Thunnus_orientalis)
53,030353000,Sardines_(Sardina_pilchardus__Sardinops_spp.)__sardinella_(Sardinella_spp.)__brisling_or_sprats_(Sprattus_sprattus)
54,030366000,Hake_(Merluccius_spp.__Urophycis_spp.)
55,030369900,Other
56,030389100,Other
57,030389200,Other
58,030389300,Other
59,030389400,Other
60,030389500,Other
61,030389900,Other
62,030390000,Livers_and_roes
63,030449200,Other
64,030449900,Other
65,030459200,Other
66,030459900,Other
67,030479000,Other
68,030487010,Tunas_(of_the_genus_Thunnus)__skipjack_or_stripe-bellied_bonito_(Euthynnus_(Katsuwonus)_pelamis)
69,030487100,Tunas_(of_the_genus_Thunnus)__skipjack_or_stripe-bellied_bonito_(Euthynnus_(Katsuwonus)_pelamis)
70,030487200,Tunas_(of_the_genus_Thunnus)__skipjack_or_stripe-bellied_bonito_(Euthynnus_(Katsuwonus)_pelamis)
71,030489200,Other
72,030489900,Other
73,030494100,Alaska_Pollack_(Theragra_chalcogramma)
74,030494900,Alaska_Pollack_(Theragra_chalcogramma)
75,030495100,Fish_of_the_families_Bregmacerotidae__Euclichthyidae__Gadidae__Macrouridae__Melanonidae__Merlucciidae__Moridae_and_Muraenolepididae__other_than_Alaska_Pollack_(Theragra_chalcogramma)
76,030495900,Fish_of_the_families_Bregmacerotidae__Euclichthyidae__Gadidae__Macrouridae__Melanonidae__Merlucciidae__Moridae_and_Muraenolepididae__other_than_Alaska_Pollack_(Theragra_chalcogramma)
77,030499000,Other
78,030520000,Livers_and_roes_of_fish__dried__smoked__salted_or_in_brine
79,030532000,Fish_of_the_families_Bregmacerotidae__Euclichthyidae__Gadidae__Macrouridae__Melanonidae__Merlucciidae__Moridae_and_Muraenolepididae
80,030539000,Other
81,030549000,Other
82,030559100,Other
83,030559900,Other
84,030569000,Other
85,030571000,Shark_fins
86,030572000,Fish_heads__tails_and_maws
87,030579000,Other
88,030611900,Rock_lobster_and_other_sea_crawfish_(Palinurus_spp.__Panulirus_spp.__Jasus_spp.)
89,030612900,Lobsters_(Homarus_spp.)
90,030614900,Crabs
91,030615900,Norway_lobsters_(Nephrops_norvegicus)
92,030616900,Cold-water_shrimps_and_prawns_(Pandalus_spp.__Crangon_crangon)
93,030617900,Other_shrimps_and_prawns
94,030619900,Other__including_flours__meals_and_pellets_of_crustaceans__fit_for_human_consumption
95,030621900,Rock_lobster_and_other_sea_crawfish_(Palinurus_spp.__Panulirus_spp.__Jasus_spp.)
96,030624900,Crabs
97,030626900,Cold-water_shrimps_and_prawns_(Pandalus_spp.__Crangon_crangon)
98,030627900,Other_shrimps_and_prawns
99,030629900,Other__including_flours__meals_and_pellets_of_crustaceans__fit_for_human_consumption
100,030719900,Other
101,030729900,Other
102,030739900,Other
103,030741000,Live__fresh_or_chilled
104,030749100,Other
105,030749200,Other
106,030749900,Other
107,030759900,Other
108,030760900,Snails__other_than_sea_snails
109,030771000,Live__fresh_or_chilled
110,030779900,Other
111,030789900,Other
112,030791100,Live__fresh_or_chilled
113,030791300,Live__fresh_or_chilled
114,030791900,Live__fresh_or_chilled
115,030799120,Other
116,030799190,Other
117,030799900,Other
118,030811000,Live__fresh_or_chilled
119,030819210,Other
120,030819290,Other
121,030819900,Other
122,030821000,Live__fresh_or_chilled
123,030829900,Other
124,030830310,Jellyfish_(Rhopilema_spp.)
125,030830320,Jellyfish_(Rhopilema_spp.)
126,030830390,Jellyfish_(Rhopilema_spp.)
127,030830900,Jellyfish_(Rhopilema_spp.)
128,030890110,Other
129,030890190,Other
130,030890212,Other
131,030890900,Other
132,040110000,Of_a_fat_content__by_weight__not_exceeding_1%
133,040120000,Of_a_fat_content__by_weight__exceeding_1%_but_not_exceeding_6%
134,040150000,Of_a_fat_content__by_weight__exceeding_10%
135,040210000,In_powder__granules_or_other_solid_forms__of_a_fat_content__by_weight__not_exceeding_1.5%
136,040221000,Not_containing_added_sugar_or_other_sweetening_matter
137,040229000,Other
138,040291000,Not_containing_added_sugar_or_other_sweetening_matter
139,040299000,Other
140,040310000,yogurt
141,040390000,Other
142,040410000,Whey_and_modified_whey__whether_or_not_concentrated_or_containing_added_sugar_or_other_sweetening_matter
143,040490000,Other
144,040510000,Butter
145,040520000,Dairy_spreads
146,040590000,Other
147,040610000,Fresh_(unripened_or_uncured)_cheese__including_whey_cheese__and_curd
148,040620000,Grated_or_powdered_cheese__of_all_kinds
149,040640000,Blue-veined_cheese_and_other_cheese_containing_veins_produced_by_Penicillium_roqueforti
150,040690000,Other_cheese
151,040790000,Other
152,041000000,Edible_products_of_animal_origin__not_elsewhere_specified_or_included
153,050400000,Guts__bladders_and_stomachs_of_animals_(other_than_fish)__whole_and_pieces_thereof__fresh__chilled__frozen__salted__in_brine__dried_or_smoked
154,050690000,Other
155,050790000,Other
156,050800250,Coral_and_similar_materials__unworked_or_simply_prepared_but_not_otherwise_worked;_shells_of_molluscs__crustaceans_or_echinoderms_and_cuttle-bone__unworked_or_simply_prepared_but_not_cut_to_shape__powder_and_waste_thereof
157,050800290,Coral_and_similar_materials__unworked_or_simply_prepared_but_not_otherwise_worked;_shells_of_molluscs__crustaceans_or_echinoderms_and_cuttle-bone__unworked_or_simply_prepared_but_not_cut_to_shape__powder_and_waste_thereof
158,050800900,Coral_and_similar_materials__unworked_or_simply_prepared_but_not_otherwise_worked;_shells_of_molluscs__crustaceans_or_echinoderms_and_cuttle-bone__unworked_or_simply_prepared_but_not_cut_to_shape__powder_and_waste_thereof
159,051000000,Ambergris__castoreum__civet_and_musk;_cantharides;_bile__whether_or_not_dried;_glands_and_other_animal_products_used_in_the_preparation_of_pharmaceutical_products__fresh__chilled__frozen_or_otherwise_provisionally_preserved
160,051191000,Products_of_fish_or_crustaceans__molluscs_or_other_aquatic_invertebrates;_dead_animals_of_Chapter_3
161,051199000,Other
162,060110000,Bulbs__tubers__tuberous_roots__corms__crowns_and_rhizomes__dormant
163,060290100,Other
164,060290900,Other
165,070310000,Onions_and_shallots
166,070390000,Leeks_and_other_alliaceous_vegetables
167,070490000,Other
168,070690000,Other
169,070959000,Other
170,070960000,Fruits_of_the_genus_Capsicum_or_of_the_genus_Pimenta
171,070999000,Other
172,071029000,Other
173,071080000,Other_vegetables
174,071090000,Mixtures_of_vegetables
175,071190000,Other_vegetables;_mixtures_of_vegetables
176,071239100,Other
177,071239900,Other
178,071290000,Other_vegetables;_mixtures_of_vegetables
179,071310000,Peas_(Pisum_sativum)
180,071332000,Small_red_(Adzuki)_beans_(Phaseolus_or_Vigna_angularis)
181,071333000,Kidney_beans__including_white_pea_beans_(Phaseolus_vulgaris)
182,071335000,Cow_peas_(Vigna_unguiculata)
183,071339000,Other
184,071350000,Broad_beans_(Vicia_faba_var._major)_and_horse_beans_(Vicia_faba_var._equina__Vicia_faba_var._minor)
185,071390000,Other
186,071410000,Manioc_(cassava)
187,071420000,Sweet_potatoes
188,071430000,Yams_(Dioscorea_spp.)
189,071440000,Taro_(Colocasia_spp.)
190,071490000,Other
191,080211000,In_sｈell
192,080212000,Shelled
193,080290000,Other
194,080310000,Plantains
195,080390000,Other( Plantains )
196,080420000,Figs
197,080430000,Pineapples
198,080450000,Guavas__mangoes_and_mangosteens
199,080550000,Lemons_(Citrus_limon__Citrus_limonum)_and_limes_(Citrus_aurantifolia__Citrus_latifolia)
200,080590000,Other
201,081090000,Other
202,081110000,Strawberries
203,081120000,Raspberries__blackberries__mulberries__loganberries__black__white_or_red_currants_and_gooseberries
204,081190000,Other
205,081290000,Other
206,081340000,Other_fruit
207,081350000,Mixtures_of_nuts_or_dried_fruits_of_this_Chapter
208,090190000,Other
209,090220000,Other_green_tea_(not_fermented)
210,090230000,Black_tea_(fermented)_and_partly_fermented_tea__in_immediate_packings_of_a_content_not_exceeding_3kg
211,090240000,Other_black_tea_(fermented)_and_other_partly_fermented_tea
212,090411000,Neither_crushed_nor_ground
213,090412000,Crushed_or_ground
214,090421000,Dried__neither_crushed_nor_ground
215,090422000,Crushed_or_ground
216,090811000,Neither_crushed_nor_ground
217,090812000,Crushed_or_ground
218,090822000,Crushed_or_ground
219,090832000,Crushed_or_ground
220,090922000,Crushed_or_ground
221,090932000,Crushed_or_ground
222,090962000,Crushed_or_ground
223,091011000,Neither_crushed_nor_ground
224,091012000,Crushed_or_ground
225,091030000,Turmeric_(curcuma)
226,091091100,Mixtures_referred_to_in_Note_1_(b)_to_this_Chapter
227,091091900,Mixtures_referred_to_in_Note_1_(b)_to_this_Chapter
228,091099000,Other
229,100119000,Other
230,100390000,Other
231,100410000,Seed
232,100590000,Other
233,100610000,Rice_in_the_husk_(paddy_or_rough)
234,100620000,Husked_(brown_)_rice
235,100630000,Semi-milled_or_wholly_milled_rice__whether_or_not_polished_or_glazed
236,100810000,Buckwheat
237,100890000,Other_cereals
238,110100000,Wheat_or_meslin_flour
239,110290000,Other
240,110319000,Of_other_cereals
241,110419000,Of_other_cereals
242,110423000,Of_maize_(corn)
243,110429000,Of_other_cereals
244,110620000,Of_sago_or_of_roots_or_tubers_of_heading_07.14
245,110630000,Of_the_products_of_Chapter_8
246,110710000,Not_roasted
247,110720000,Roasted
248,110811000,Wheat_starch
249,110812000,Maize_(corn)_starch
250,110813000,Potato_starch
251,110814000,Manioc_(cassava)_starch
252,110819000,Other_starches
253,110820000,Inulin
254,120110010,Seed
255,120110090,Seed
256,120190000,Other
257,120230000,Seed
258,120241000,In_shell
259,120242000,Shelled__whether_or_not_broken
260,120799000,Other
261,120929000,Other
262,120991000,Vegetable_seeds
263,121190000,Other
264,121190910,Other
265,121190920,Other
266,121190990,Other
267,121221300,Fit_for_human_consumption
268,121221900,Fit_for_human_consumption
269,121229000,Other
270,121299000,Other
271,121490000,Other
272,130190000,Other
273,130219000,Other
274,130232000,Mucilages_and_thickeners__whether_or_not_modified__derived_from_locust_beans__locust_bean_seeds_or_guar_seeds
275,140190000,Other
276,140490000,Other
277,150110000,Lard
278,150210000,Tallow
279,150210019,Tallow
280,150290000,Other
281,150290019,Other
282,150430000,Fats_and_oils_and_their_fractions__of_marine_mammals
283,150500900,Wool_grease_and_fatty_substances_derived_therefrom_(including_lanolin)
284,150710000,Crude_oil__whether_or_not_degummed
285,150810000,Crude_oil
286,151190000,Other
287,151211000,Crude_oil
288,151219000,Other
289,151221000,Crude_oil__whether_or_not_gossypol_has_been_removed
290,151229000,Other
291,151329000,Other
292,151411000,Crude_oil
293,151491000,Crude_oil
294,151521000,Crude_oil
295,151550000,Sesame_oil_and_its_fractions
296,151590100,Other
297,151590900,Other
298,151620000,Vegetable_fats_and_oils_and_their_fractions
299,151790000,Other
300,152110000,Vegetable_waxes
301,152190000,Other
302,152190900,Other
303,152200000,Degras;_residues_resulting_from_the_treatment_of_fatty_substances_or_animal_or_vegetable_waxes
304,160220000,Of_liver_of_any_animal
305,160232000,Of_fowls_of_the_species_Gallus_domesticus
306,160239000,Other
307,160241000,Hams_and_cuts_thereof
308,160242000,Shoulders_and_cuts_thereof
309,160249000,Other__including_mixtures
310,160250000,Of_bovine_animals
311,160290000,Other__including_preparations_of_blood_of_any_animal
312,160300000,Extracts_and_juices_of_meat__fish_or_crustaceans__molluscs_or_other_aquatic_invertebrates
313,160411000,Salmon
314,160413100,Sardines__sardinella_and_brisling_or_sprats
315,160413900,Sardines__sardinella_and_brisling_or_sprats
316,160414111,Tunas__skipjack_and_bonito_(Sarda_spp.)
317,160414119,Tunas__skipjack_and_bonito_(Sarda_spp.)
318,160414120,Tunas__skipjack_and_bonito_(Sarda_spp.)
319,160414900,Tunas__skipjack_and_bonito_(Sarda_spp.)
320,160415120,Mackerel
321,160415190,Mackerel
322,160415900,Mackerel
323,160419100,Other
324,160419900,Other
325,160420110,Other_prepared_or_preserved_fish
326,160420190,Other_prepared_or_preserved_fish
327,160420900,Other_prepared_or_preserved_fish
328,160432000,Caviar_substitutes
329,160510000,Crab
330,160521000,Not_in_airtight_container
331,160529000,Other
332,160529011,Other
333,160529019,Other
334,160530000,Lobster
335,160540000,Other_crustaceans
336,160551100,Oysters
337,160551900,Oysters
338,160553000,Mussels
339,160554000,Cuttle_fish_and_squid
340,160555000,Octopus
341,160556000,Clams__cockles_and_arkshells
342,160558000,Snails__other_than_sea_snails
343,160559100,Other
344,160559900,Other
345,160561100,Sea_cucumbers
346,160561900,Sea_cucumbers
347,160569000,Other
348,170112000,Beet_sugar
349,170114000,Other_cane_sugar
350,170199000,Other
351,170220000,Maple_sugar_and_maple_syrup
352,170230000,Glucose_and_glucose_syrup__not_containing_fructose_or_containing_in_the_dry_state_less_than_20%_by_weight_of_fructose
353,170240000,Glucose_and_glucose_syrup__containing_in_the_dry_state_at_least_20%_but_less_than_50%_by_weight_of_fructose__excluding_invert_sugar
354,170260000,Other_fructose_and_fructose_syrup__containing_in_the_dry_state_more_than_50%_by_weight_of_fructose__excluding_invert_sugar
355,170290000,Other__including_invert_sugar_and_other_sugar_and_sugar_syrup_blends_containing_in_the_dry_state_50%_by_weight_of_fructose
356,170310000,Cane_molasses
357,170310099,Cane_molasses
358,170390000,Other
359,170390099,Other
360,170490900,Other
361,180610000,Cocoa_powder__containing_added_sugar_or_other_sweetening_matter
362,180620000,Other_preparations_in_blocks__slabs_or_bars_weighing_more_than_2kg_or_in_liquid__paste__powder__granular_or_other_bulk_form_in_containers_or_immediate_packings__of_a_content_exceeding_2kg
363,180632000,Not_filled
364,180690000,Other
365,190110000,Preparations_for_infant_use__put_up_for_retail_sale
366,190120000,Mixes_and_doughs_for_the_preparation_of_bakers'_wares_of_heading_19.05
367,190190000,Other
368,190219100,Other
369,190219200,Other
370,190219900,Other
371,190220000,Stuffed_pasta__whether_or_not_cooked_or_otherwise_prepared
372,190220119,Stuffed_pasta__whether_or_not_cooked_or_otherwise_prepared
373,190220199,Stuffed_pasta__whether_or_not_cooked_or_otherwise_prepared
374,190220219,Stuffed_pasta__whether_or_not_cooked_or_otherwise_prepared
375,190220221,Stuffed_pasta__whether_or_not_cooked_or_otherwise_prepared
376,190220229,Stuffed_pasta__whether_or_not_cooked_or_otherwise_prepared
377,190230190,Other_pasta
378,190230210,Other_pasta
379,190230290,Other_pasta
380,190230900,Other_pasta
381,190410000,Prepared_foods_obtained_by_the_swelling_or_roasting_of_cereals_or_cereal_products
382,190420000,Prepared_foods_obtained_from_unroasted_cereal_flakes_or_from_mixtures_of_unroasted_cereal_flakes_and_roasted_cereal_flakes_or_swelled_cereals
383,190490000,Other
384,190590900,Other
385,200110000,Cucumbers_and_gherkins
386,200190000,Other
387,200290000,Other
388,200310000,Mushrooms_of_the_genus_Agaricus
389,200390000,Other
390,200410000,Potatoes
391,200490000,Other_vegetables_and_mixtures_of_vegetables
392,200510000,Homogenised_vegetables
393,200520000,Potatoes
394,200540000,Peas_(Pisum_sativum)
395,200551000,Beans__shelled
396,200559000,Other
397,200570000,Olives
398,200580000,Sweet_corn_(Zea_mays_var._saccharata)
399,200591000,Bamboo_shoots
400,200599000,Other
401,200600000,Vegetables__fruit__nuts__fruit-peel_and_other_parts_of_plants__preserved_by_sugar_(drained__glace_or_crystallised)
402,200710000,Homogenised_preparations
403,200791000,Citrus_fruit
404,200799000,Other
405,200811000,Ground-nuts
406,200819000,Other__including_mixtures
407,200820000,Pineapples
408,200830000,Citrus_fruit
409,200840000,Pears
410,200850000,Apricots
411,200860000,Cherries
412,200870000,Peaches__including_nectarines
413,200880000,Strawberries
414,200897000,Mixtures
415,200899000,Other
416,200912000,Not_frozen__of_a_Brix_value_not_exceeding_20
417,200919000,Other
418,200921000,Of_a_Brix_value_not_exceeding_20
419,200929000,Other
420,200931000,Of_a_Brix_value_not_exceeding_20
421,200939000,Other
422,200941000,Of_a_Brix_value_not_exceeding_20
423,200949000,Other
424,200950000,Tomato_juice
425,200961000,Of_a_Brix_value_not_exceeding_30
426,200969000,Other
427,200971000,Of_a_Brix_value_not_exceeding_20
428,200979000,Other
429,200989000,Other
430,200990000,Mixtures_of_juices
431,210111900,Extracts__essences_and_concentrates
432,210112000,Preparations_with_a_basis_of_extracts__essences_or_concentrates_or_with_a_basis_of_coffee
433,210120000,Extracts__essences_and_concentrates__of_tea_or_mate__and_preparations_with_a_basis_of_these_extracts__essences_or_concentrates_or_with_a_basis_of_tea_or_mate
434,210220000,Inactive_yeasts;_other_single-cell_micro-organisms__dead
435,210320000,Tomato_ketchup_and_other_tomato_sauces
436,210330000,Mustard_flour_and_meal_and_prepared_mustard
437,210390100,Other
438,210390200,Other
439,210390900,Other
440,210410000,Soups_and_broths_and_preparations_therefor
441,210500000,Ice_cream_and_other_edible_ice__whether_or_not_containing_cocoa
442,210610000,Protein_concentrates_and_textured_protein_substances
443,210690100,Other
444,210690900,Other
445,220210000,Waters__including_mineral_waters_and_aerated_waters__containing_added_sugar_or_other_sweetening_matter_or_flavoured
446,220290000,Other
447,220421000,In_containers_holding_2ｌ_or_less
448,220429000,Other
449,220430000,Other_grape_must
450,220600200,Other_fermented_beverages_(for_example__cider__perry__mead);_mixtures_of_fermented_beverages_and_mixtures_of_fermented_beverages_and_non-alcoholic_beverages__not_elsewhere_specified_or_included
451,220600225,Other_fermented_beverages_(for_example__cider__perry__mead);_mixtures_of_fermented_beverages_and_mixtures_of_fermented_beverages_and_non-alcoholic_beverages__not_elsewhere_specified_or_included
452,220600900,Other_fermented_beverages_(for_example__cider__perry__mead);_mixtures_of_fermented_beverages_and_mixtures_of_fermented_beverages_and_non-alcoholic_beverages__not_elsewhere_specified_or_included
453,220710000,Undenatured_ethyl_alcohol_of_an_alcoholic_strength_by_volume_of_80%_vol_or_higher
454,220710190,Undenatured_ethyl_alcohol_of_an_alcoholic_strength_by_volume_of_80%_vol_or_higher
455,220720000,Ethyl_alcohol_and_other_spirits__denatured__of_any_strength
456,220820000,Spirits_obtained_by_distilling_grape_wine_or_grape_marc
457,220830000,Whiskies
458,220890100,Other
459,220890900,Other
460,230120100,Flours__meals_and_pellets__of_fish_or_of_crustaceans__molluscs_or_other_aquatic_invertebrates
461,230120900,Flours__meals_and_pellets__of_fish_or_of_crustaceans__molluscs_or_other_aquatic_invertebrates
462,230240100,Of_other_cereals
463,230240900,Of_other_cereals
464,230690000,Other
465,230910000,Dog_or_cat_food__put_up_for_retail_sale
466,230990000,Other
467,240319000,Other
468,240399000,Other
469,250100000,Salt_(including_table_salt_and_denatured_salt)_and_pure_sodium_chloride__whether_or_not_in_aqueous_solution_or_containing_added_anti-caking_or_free-flowing_agents;_sea_water
470,250620010,Quartzite
471,250620090,Quartzite
472,250840000,Other_clays
473,251310100,Pumice_stone
474,251310900,Pumice_stone
475,251990110,Other
476,251990190,Other
477,251990900,Other
478,252020000,Plasters
479,252800090,Natural_borates_and_concentrates_thereof_(whether_or_not_calcined)__but_not_including_borates_separated_from_natural_brine;_natural_boric_acid_containing_not_more_than_85%_of_H3BO3_calculated_on_the_dry_weight
480,260200000,Manganese_ores_and_concentrates__including_ferruginous_manganese_ores_and_concentrates_with_a_manganese_content_of_20%_or_more__calculated_on_the_dry_weight
481,260200011,Manganese_ores_and_concentrates__including_ferruginous_manganese_ores_and_concentrates_with_a_manganese_content_of_20%_or_more__calculated_on_the_dry_weight
482,260200012,Manganese_ores_and_concentrates__including_ferruginous_manganese_ores_and_concentrates_with_a_manganese_content_of_20%_or_more__calculated_on_the_dry_weight
483,261400000,Titanium_ores_and_concentrates
484,270112000,Bituminous_coal
485,270119000,Other_coal
486,270400000,Coke_and_semi-coke_of_coal__of_lignite_or_of_peat__whether_or_not_agglomerated;_retort_carbon
487,270750000,Other_aromatic_hydrocarbon_mixtures_of_which_65%_or_more_by_volume_(including_losses)_distils_at_250℃_by_the_ASTM_D_86_method
488,270799000,Other
489,270900000,Petroleum_oils_and_oils_obtained_from_bituminous_minerals__crude
490,271012110,Light_oils_and_preparations
491,271012190,Light_oils_and_preparations
492,271012200,Light_oils_and_preparations
493,271012300,Light_oils_and_preparations
494,271019100,Other
495,271019200,Other
496,271019300,Other
497,271019510,Other
498,271019520,Other
499,271019590,Other
500,271019600,Other
501,271019900,Other
502,271020110,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
503,271020190,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
504,271020200,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
505,271020300,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
506,271020400,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
507,271020510,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
508,271020520,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
509,271020590,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
510,271020600,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
511,271020900,Petroleum_oils_and_oils_obtained_from_bituminous_minerals_(other_than_crude)_and_preparations_not_elsewhere_specified_or_included__containing_by_weight_70%_or_more_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals__these_oils_being_the_basic_constituents_of_the_preparations__containing_biodiesel__other_than_waste_oils
512,271112010,Propane
513,271112020,Propane
514,271113000,Butanes
515,271114000,Ethylene__propylene__butylene_and_butadiene
516,271119000,Other
517,271390000,Other_residues_of_petroleum_oils_or_of_oils_obtained_from_bituminous_minerals
518,280429000,Other
519,280461000,Containing_by_weight_not_less_than_99.99_%_of_silicon
520,281119900,Other
521,281129000,Other
522,281210100,Chlorides_and_chloride_oxides
523,281210200,Chlorides_and_chloride_oxides
524,281210300,Chlorides_and_chloride_oxides
525,281210500,Chlorides_and_chloride_oxides
526,281210700,Chlorides_and_chloride_oxides
527,281210900,Chlorides_and_chloride_oxides
528,281810000,Artificial_corundum__whether_or_not_chemically_defined
529,282110000,Iron_oxides_and_hydroxides
530,282200000,Cobalt_oxides_and_hydroxides;_commercial_cobalt_oxides
531,282490000,Other
532,282510000,Hydrazine_and_hydroxylamine_and_their_inorganic_salts
533,282560000,Germanium_oxides_and_zirconium_dioxide
534,282580000,Antimony_oxides
535,282590000,Other
536,282619100,Other
537,282619900,Other
538,282690000,Other
539,282739000,Other
540,282759000,Other
541,282990000,Other
542,283090010,Other
543,283090020,Other
544,283090090,Other
545,283329000,Other
546,283329910,Other
547,283329990,Other
548,283429000,Other
549,283529000,Other
550,283620000,Disodium_carbonate
551,283990000,Other
552,284150000,Other_chromates_and_dichromates;_peroxochromates
553,284190000,Other
554,284290000,Other
555,284420010,Uranium_enriched_in_U_235_and_its_compounds;_plutonium_and_its_compounds;_alloys__dispersions_(including_cermets)__ceramic_products_and_mixtures_containing_uranium_enriched_in_U_235__plutonium_or_compounds_of_these_products
556,284420090,Uranium_enriched_in_U_235_and_its_compounds;_plutonium_and_its_compounds;_alloys__dispersions_(including_cermets)__ceramic_products_and_mixtures_containing_uranium_enriched_in_U_235__plutonium_or_compounds_of_these_products
