,hs6,hs6_name
1429,720690,Other
1430,720720,Containing_by_weight_0.25_%_or_more_of_carbon
1431,720810,In_coils__not_further_worked_than_hot-rolled__with_patterns_in_relief
1432,720825,Of_a_thickness_of_4.75_mm_or_more
1433,720826,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
1434,720827,Of_a_thickness_of_less_than_3_mm
1435,720836,Of_a_thickness_exceeding_10_mm
1436,720837,Of_a_thickness_of_4.75_mm_or_more_but_not_exceeding_10_mm
1437,720838,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
1438,720839,Of_a_thickness_of_less_than_3_mm
1439,720840,Not_in_coils__not_further_worked_than_hot-rolled__with_patterns_in_relief
1440,720851,Of_a_thickness_exceeding_10_mm
1441,720852,Of_a_thickness_of_4.75_mm_or_more_but_not_exceeding_10_mm
1442,720853,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
1443,720854,Of_a_thickness_of_less_than_3_mm
1444,720915,Of_a_thickness_of_3_mm_or_more
1445,720916,Of_a_thickness_exceeding_1mm_but_less_than_3_mm
1446,720917,Of_a_thickness_of_0.5_mm_or_more_but_not_exceeding_1_mm
1447,720918,Of_a_thickness_of_less_than_0.5_mm
1448,720925,Of_a_thickness_of_3_mm_or_more
1449,720926,Of_a_thickness_exceeding_1mm_but_less_than_3_mm
1450,720927,Of_a_thickness_of_0.5_mm_or_more_but_not_exceeding_1_mm
1451,720928,Of_a_thickness_of_less_than_0.5_mm
1452,721030,Electrolytically_plated_or_coated_with_zinc
1453,721049,Other
1454,721050,Plated_or_coated_with_chromium_oxides_or_with_chromium_and_chromium_oxides
1455,721090,Other
1456,721113,Rolled_on_four_faces_or_in_a_closed_box_pass__of_a_width_exceeding_150_mm_and_a_thickness_of_not_less_than_4_mm__not_in_coils_and_without_patterns_in_relief
1457,721114,Other__of_a_thickness_of_4.75_mm_or_more
1458,721119,Other
1459,721129,Other
1460,721220,Electrolytically_plated_or_coated_with_zinc
1461,721250,Otherwise_plated_or_coated
1462,721260,Clad
1463,721391,Of_circular_cross-section_measuring_less_than_14_mm_in_diameter
1464,721399,Other
1465,721491,Of_rectangular_(other_than_square)_cross-section
1466,721499,Other
1467,721550,Other__not_further_worked_than_cold-formed_or_cold-finished
1468,721590,Other
1469,721710,Not_plated_or_coated__whether_or_not_polished
1470,721720,Plated_or_coated_with_zinc
1471,721730,Plated_or_coated_with_other_base_metals
1472,721790,Other
1473,721912,Of_a_thickness_of_4.75_mm_or_more_but_not_exceeding_10_mm
1474,721913,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
1475,721932,Of_a_thickness_of_3_mm_or_more_but_less_than_4.75_mm
1476,721933,Of_a_thickness_exceeding_1_mm_but_less_than_3_mm
1477,721934,Of_a_thickness_of_0.5_mm_or_more_but_not_exceeding_1_mm
1478,721935,Of_a_thickness_of_less_than_0.5_mm
1479,722020,Not_further_worked_than_cold-rolled_(cold-reduced)
1480,722410,Ingots_and_other_primary_forms
1481,722490,Other
1482,722530,Other__not_further_worked_than_hot-rolled__in_coils
1483,722540,Other__not_further_worked_than_hot-rolled__not_in_coils
1484,722550,Other__not_further_worked_than_cold-rolled_(cold-reduced)
1485,722591,Electrolytically_plated_or_coated_with_zinc
1486,722592,Otherwise_plated_or_coated_with_zinc
1487,722599,Other
1488,722691,Not_further_worked_than_hot-rolled
1489,722692,Not_further_worked_than_cold-rolled_(cold-reduced)
1490,722699,Other
1491,722790,Other
1492,722830,Other_bars_and_rods__not_further_worked_than_hot-rolled__hot-drawn_or_extruded
1493,722840,Other_bars_and_rods__not_further_worked_than_forged
1494,722850,Other_bars_and_rods__not_further_worked_than_cold-formed_or_cold-finished
1495,722860,Other_bars_and_rods
1496,722870,Angles__shapes_and_sections
1497,722990,Other
1498,730110,Sheet_piling
1499,730419,Other
1500,730423,Other_drill_pipe
1501,730429,Other
1502,730431,Cold-drawn_or_cold-rolled_(cold-reduced)
1503,730439,Other
1504,730441,Cold-drawn_or_cold-rolled_(cold-reduced)
1505,730449,Other
1506,730451,Cold-drawn_or_cold-rolled_(cold-reduced)
1507,730459,Other
1508,730490,Other
1509,730511,Longitudinally_submerged_arc_welded
1510,730512,Other__longitudinally_welded
1511,730519,Other
1512,730520,Casing_of_a_kind_used_in_drilling_for_oil_or_gas
1513,730531,Longitudinally_welded
1514,730539,Other
1515,730590,Other
1516,730619,Other
1517,730629,Other
1518,730630,Other__welded__of_circular_cross-section__of_iron_or_non-alloy_steel
1519,730661,Of_square_or_rectangular_cross-section
1520,730669,Of_other_non-circular_cross-section
1521,730690,Other
1522,730890,Other
1523,731029,Other
1524,731210,Stranded_wire__ropes_and_cables
1525,731815,Other_screws_and_bolts__whether_or_not_with_their_nuts_or_washers
1526,731816,Nuts
1527,732010,Leaf-springs_and_leaves_therefor
1528,732020,Helical_springs
1529,732090,Other
1530,732599,Other
1531,732690,Other
1532,740100,Copper_mattes;_cement_copper_(precipitated_copper)
1533,740200,Unrefined_copper;_copper_anodes_for_electrolytic_refining
1534,740311,Cathodes_and_sections_of_cathodes
1535,740312,Wire-bars
1536,740313,Billets
1537,740319,Other
1538,740322,Copper-tin_base_alloys_(bronze)
1539,740329,Other_copper_alloys_(other_than_master_alloys_of_heading_74.05)
1540,740400,Copper_waste_and_scrap
1541,740729,Other
1542,740829,Other
1543,750120,Nickel_oxide_sinters_and_other_intermediate_products_of_nickel_metallurgy
1544,750220,Nickel_alloys
1545,750400,Nickel_powders_and_flakes
1546,750610,Of_nickel__not_alloyed
1547,760200,Aluminium_waste_and_scrap
1548,760612,Of_aluminium_alloys
1549,760692,Of_aluminium_alloys
1550,780110,Refined_lead
1551,780191,Containing_by_weight_antimony_as_the_principal_other_element
1552,780199,Other
1553,780600,Other_articles_of_lead
1554,790111,Containing_by_weight_99.99%_or_more_of_zinc
1555,790112,Containing_by_weight_less_than_99.99%_of_zinc
1556,790120,Zinc_alloys
1557,790700,Other_articles_of_zinc
1558,800700,Other_articles_of_tin
1559,810199,Other
1560,810390,Other
1561,810411,Containing_at_least_99.8%_by_weight_of_magnesium
1562,810419,Other
1563,810820,Unwrought_titanium;_powders
1564,810830,Waste_and_scrap
1565,810890,Other
1566,811292,Unwrought;_waste_and_scrap;_powders
1567,811299,Other
1568,820750,Tools_for_drilling__other_than_for_rock_drilling
1569,820770,Tools_for_milling
1570,820790,Other_interchangeable_tools
1571,820900,Plates__sticks__tips_and_the_like_for_tools__unmounted__of_cermets.
1572,821210,Razors
1573,830890,Other__including_parts
1574,840890,Other_engines
1575,840991,Suitable_for_use_solely_or_principally_with_spark-ignition_internal_combustion_piston_engines
1576,840999,Other
1577,841181,Of_a_power_not_exceeding_5_000_kW
1578,841199,Other
1579,841290,Parts
1580,841330,Fuel__lubricating_or_cooling_medium_pumps_for_internal_combustion_piston_engines
1581,841350,Other_reciprocating_positive_displacement_pumps
1582,841360,Other_rotary_positive_displacement_pumps
1583,841370,Other_centrifugal_pumps
1584,841430,Compressors_of_a_kind_used_in_refrigerating_equipment
1585,841451,Table__floor__wall__window__ceiling_or_roof_fans__with_a_self-contained_electric_motor_of_an_output_not_exceeding_125_W
1586,841459,Other
1587,841480,Other
1588,841490,Parts
1589,841510,Window_or_wall_types__self-contained_or_“split-system”
1590,841581,Incorporating_a_refrigerating_unit_and_a_valve_for_reversal_of_the_cooling/heat_cycle_(reversible_heat_pumps)
1591,841582,Other__incorporating_a_refrigerating_unit
1592,841583,Not_incorporating_a_refrigerating_unit
1593,841590,Parts
1594,841830,Freezers_of_the_chest_type__not_exceeding_800_l_capacity
1595,841850,Other_furniture_(chests__cabinets__display_counters__show-cases_and_the_like)_for_storage_and_display__incorporating_refrigerating_or_freezing_equipment
1596,841861,Heat_pumps_other_than_air_conditioning_machines_of_heading_84.15
1597,841869,Other
1598,842123,Oil_or_petrol-filters_for_internal_combustion_engines
1599,842129,Other
1600,842139,Other
1601,842199,Other
1602,842230,Machinery_for_filling__closing__sealing__or_labelling_bottles__cans__boxes__bags_or_other_containers;_machinery_for_capsuling_bottles__jars__tubes_and_similar_containers;_machinery_for_aerating_beverages
1603,842240,Other_packing_or_wrapping_machinery_(including_heat-shrink_wrapping_machinery)
1604,842490,Parts
1605,843149,Other
1606,844010,Machinery
1607,844331,Machines_which_perform_two_or_more_of_the_functions_of_printing__copying_or_facsimile_transmission__capable_of_connecting_to_an_automatic_data_processing_machine_or_to_a_network
1608,844332,Other__capable_of_connecting_to_an_automatic_data_processing_machine_or_to_a_network
1609,844339,Other
1610,844849,Other
1611,844851,Sinkers__needles_and_other_articles_used_in_forming_stitches
1612,845221,Automatic_units
1613,845229,Other
1614,845290,Furniture__bases_and_covers_for_sewing_machines_and_parts_thereof;_other_parts_of_sewing_machines
1615,845630,Operated_by_electro-discharge_processes
1616,846090,Other
1617,846610,Tool_holders_and_self-opening_dieheads
1618,846729,Other
1619,847170,Storage_units
1620,847330,Parts_and_accessories_of_the_machines_of_heading_84.71
1621,847790,Parts
1622,848180,Other_appliances
1623,848310,Transmission_shafts_(including_cam_shafts_and_crank_shafts)_and_cranks
1624,848320,Bearing_housings__incorporating_ball_or_roller_bearings
1625,848330,Bearing_housings__not_incorporating_ball_or_roller_bearings;_plain_shaft_bearings
1626,848340,Gears_and_gearing__other_than_toothed_wheels__chain_sprockets_and_other_transmission_elements_presented_separately;_ball_or_roller_screws;_gear_boxes_and_other_speed_changers__including_torque_converters
1627,848350,Flywheels_and_pulleys__including_pulley_blocks
1628,848390,Toothed_wheels__chain_sprockets_and_other_transmission_elements_presented_separately;_parts
1629,850110,Motors_of_an_output_not_exceeding_37.5_W
1630,850421,Having_a_power_handling_capacity_not_exceeding_650_kVA
1631,850433,Having_a_power_handling_capacity_exceeding_16_kVA_but_not_exceeding_500_kVA
1632,850440,Static_converters
1633,850590,Other__including_parts
1634,850610,Manganese_dioxide
1635,850710,Lead-acid__of_a_kind_used_for_starting_piston_engines
1636,850720,Other_lead-acid_accumulators
1637,850811,Of_a_power_not_exceeding_1_500_W_and_having_a_dust_bag_or_other_receptacle_capacity_not_exceeding_20_l
1638,851110,Sparking_plugs
1639,851190,Parts
1640,851580,Other_machines_and_apparatus
1641,851590,Parts
1642,851650,Microwave_ovens
1643,851679,Other
1644,852352,Smart_cards
1645,852610,Radar_apparatus
1646,852691,Radio_navigational_aid_apparatus
1647,852872,Other__colour
1648,852990,Other
1649,853650,Other_switches
1650,853910,Sealed_beam_lamp_units
1651,853990,Parts
1652,854110,Diodes__other_than_photosensitive_or_light_emitting_diodes
1653,854121,With_a_dissipation_rate_of_less_than_1W
1654,854129,Other
1655,854140,Photosensitive_semiconductor_devices__including_photovoltaic_cells_whether_or_not_assembled_in_modules_or_made_up_into_panels;_light_emitting_diodes
1656,854160,Mounted_piezo-electric_crystals
1657,854231,Processors_and_controllers__whether_or_not_combined_with_memories__converters__logic_circuits__amplifiers__clock_and_timing_circuits__or_other_circuits
1658,854232,Memories
1659,854233,Amplifiers
1660,854239,Other
1661,854320,Signal_generators
1662,854430,Ignition_wiring_sets_and_other_wiring_sets_of_a_kind_used_in_vehicles__aircraft_or_ships
1663,854442,Fitted_with_connectors
1664,854449,Other
1665,854460,Other_electric_conductors__for_a_voltage_exceeding_1_000V
1666,854470,Optical_fibre_cables
1667,854511,Of_a_kind_used_for_furnaces
1668,854590,Other
1669,870190,Other
1670,870830,Brakes_and_servo-brakes;_parts_thereof
1671,870850,Drive-axles_with_differential__whether_or_not_provided_with_other_transmission_components__and_non-driving_axles;_parts_thereof
1672,870870,Road_wheels_and_parts_and_accessories_thereof
1673,870899,Other
1674,871120,With_reciprocating_internal_combustion_piston_engine_of_a_cylinder_capacity_exceeding_50cc_but_not_exceeding_250_cc
1675,871200,Bicycles_and_other_cycles_(including_delivery_tricycles)__not_motorised
1676,880310,Propellers_and_rotors_and_parts_thereof
1677,890690,Other
1678,900110,Optical_fibres__optical_fibre_bundles_and_cables
1679,900211,For_cameras__projectors_or_photographic_enlargers_or_reducers
1680,900319,Of_other_materials
1681,900653,Other__for_roll_film_of_a_width_of_35mm
1682,900890,Parts_and_accessories
1683,901320,Lasers__other_than_laser_diodes
1684,901590,Parts_and_accessories
1685,901730,Micrometers__callipers_and_gauges
1686,901819,Other
1687,901839,Other
1688,901849,Other
1689,901850,Other_ophthalmic_instruments_and_appliances
1690,901890,Other_instruments_and_appliances
1691,902121,Artificial_teeth
1692,902214,Other__for_medical__surgical_or_veterinary_uses
1693,902230,X-ray_tubes
1694,902290,Other__including_parts_and_accessories
1695,902519,Other
1696,902620,For_measuring_or_checking_pressure
1697,902780,Other_instruments_and_apparatus
1698,902790,Microtomes;_parts_and_accessories
1699,902920,Speed_indicators_and_tachometers;_stroboscopes
1700,903033,Other__without_a_recording_device
1701,903089,Other
1702,903180,Other_instruments__appliances_and_machines
1703,903190,Parts_and_accessories
1704,903210,Thermostats
1705,903289,Other
1706,911310,Of_precious_metal_or_of_metal_clad_with_precious_metal
1707,911320,Of_base_metal__whether_or_not_gold-_or_silver-plated
1708,911390,Other
1709,920290,Other
1710,920590,Other
1711,920790,Other
1712,930510,Of_revolvers_or_pistols
1713,930599,Other
1714,930630,Other_cartridges_and_parts_thereof
1715,940130,Swivel_seats_with_variable_height_adjustment
1716,940140,Seats_other_than_garden_seats_or_camping_equipment__convertible_into_beds
1717,940161,Upholstered
1718,940171,Upholstered
1719,940179,Other
1720,940180,Other_seats
1721,940190,Parts
1722,940360,Other_wooden_furniture
1723,940390,Parts
1724,940490,Other
1725,940540,Other_electric_lamps_and_lighting_fittings
1726,940560,Illuminated_signs__illuminated_name-plates_and_the_like
1727,940599,Other
1728,940600,Prefabricated_buildings
1729,950300,"Tricycles__scooters__pedal_cars_and_similar_wheeled_toys;_dolls'_carriages;_dolls;_other_toys;_reduced-size_(""scale"")_models_and_similar_recreational_models__working_or_not;_puzzles_of_all_kinds"
1730,950490,Other
1731,950651,Lawn-tennis_rackets__whether_or_not_strung
1732,950710,Fishing_rods
1733,960110,Worked_ivory_and_articles_of_ivory
1734,960190,Other
1735,960200,Worked_vegetable_or_mineral_carving_material_and_articles_of_these_materials;_moulded_or_carved_articles_of_wax__of_stearin__of_natural_gums_or_natural_resins_or_of_modelling_pastes__and_other_moulded_or_carved_articles__not_elsewhere_specified_or_included;_worked__unhardened_gelatin_(except_gelatin_of_heading_35.03)_and_articles_of_unhardened_gelatin
1736,960390,Other
1737,960629,Other
1738,960810,Ball_point_pens
1739,960830,Fountain_pens__stylograph_pens_and_other_pens
1740,960840,Propelling_or_sliding_pencils
1741,960899,Other
1742,960910,Pencils_and_crayons__with_leads_encased_in_a_rigid_sheath
1743,961320,Pocket_lighters__gas_fuelled__refillable
1744,961400,Smoking_pipes_(including_pipe_bowls)_and_cigar_or_cigarette_holders__and_parts_thereof
1745,961590,Other
1746,961900,Sanitary_towels(pads)_and_tampons__napkins_and_napkin_liners_for_babies_and_similar_articles__of_any_material
1747,010190,Other
1748,010221,Pure-bred_breeding_animals
1749,010239,Other
1750,010310,Pure-bred_breeding_animals
1751,010391,Weighing_less_than_50_kg
1752,010410,Sheep
1753,010420,Goats
1754,010511,Fowls_of_the_species_Gallus_domesticus
1755,010513,Ducks
1756,010515,Guinea_fowls
1757,010599,Other
1758,010611,Primates
1759,010613,Camels_and_other_camelids_(Camelidae)
1760,010614,Rabbits_and_hares
1761,010631,Birds_of_prey
1762,010632,Psittaciformes_(including_parrots__parakeets__macaws_and_cockatoos)
1763,010639,Other
1764,010641,Bees
1765,010649,Other
1766,020110,Carcasses_and_half-carcasses
1767,020120,Other_cuts_with_bone_in
1768,020210,Carcasses_and_half-carcasses
1769,020220,Other_cuts_with_bone_in
1770,020410,Carcasses_and_half-carcasses_of_lamb__fresh_or_chilled
1771,020421,Carcasses_and_half-carcasses
1772,020422,Other_cuts_with_bone_in
1773,020423,Boneless
1774,020430,Carcasses_and_half-carcasses_of_lamb__frozen
1775,020441,Carcasses_and_half-carcasses
1776,020442,Other_cuts_with_bone_in
1777,020443,Boneless
1778,020450,Meat_of_goats
1779,020500,Meat_of_horses__asses__mules_or_hinnies__fresh__chilled_or_frozen
1780,020621,Tongues
1781,020622,Livers
1782,020680,Other__fresh_or_chilled
1783,020690,Other__frozen
1784,020711,Not_cut_in_pieces__fresh_or_chilled
1785,020712,Not_cut_in_pieces__frozen
1786,020724,Not_cut_in_pieces__fresh_or_chilled
1787,020725,Not_cut_in_pieces__frozen
1788,020726,Cuts_and_offal__fresh_or_chilled
1789,020741,Not_cut_in_pieces__fresh_or_chilled
1790,020742,Not_cut_in_pieces__frozen
1791,020743,Fatty_livers__fresh_or_chilled
1792,020744,Other__fresh_or_chilled
1793,020752,Not_cut_in_pieces__frozen
1794,020753,Fatty_livers__fresh_or_chilled
1795,020810,Of_rabbits_or_hares
1796,020850,Of_reptiles_(including_snakes_and_turtles)
1797,020860,Of_camels_and_other_camelids_(Camelidae)
1798,020910,Of_pigs
1799,021020,Meat_of_bovine_animals
1800,021093,Of_reptiles_(including_snakes_and_turtles)
1801,030119,Other
1802,030211,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
1803,030214,Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
1804,030219,Other
1805,030221,Halibut_(Reinhardtius_hippoglossoides__Hippoglossus_hippoglossus__Hippoglossus_stenolepis)
1806,030223,Sole_(Solea_spp.)
1807,030224,Turbots_(Psetta_maxima)
1808,030229,Other
1809,030231,Albacore_or_longfinned_tunas_(Thunnus_alalunga)
1810,030232,Yellowfin_tunas_(Thunnus_albacares)
1811,030233,Skipjack_or_stripe-bellied_bonito
1812,030234,Bigeye_tunas_(Thunnus_obesus)
1813,030236,Southern_bluefin_tunas_(Thunnus_maccoyii)
1814,030239,Other
1815,030242,Anchovies_(Engraulis_spp.)
1816,030244,Mackerel_(Scomber_scombrus__Scomber_australasicus__Scomber_japonicus)
1817,030245,Jack_and_horse_mackerel_(Trachurus_spp.)
1818,030246,Cobia_(Rachycentron_canadum)
1819,030247,Swordfish_(Xiphias_gladius)
1820,030251,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
1821,030255,Alaska_Pollack_(Theragra_chalcogramma)
1822,030274,Eels_(Anguilla_spp.)
1823,030279,Other
1824,030282,Rays_and_skates_(Rajidae)
1825,030284,Seabass_(Dicentrarchus_spp.)
1826,030285,Seabream_(Sparidae)
1827,030311,Sockeye_salmon_(red_salmon)_(Oncorhynchus_nerka)
1828,030313,Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
1829,030314,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
1830,030319,Other
1831,030323,Tilapias_(Oreochromis_spp.)
1832,030324,Catfish_(Pangasius_spp.__Silurus_spp.__Clarias_spp.__Ictalurus_spp.)
1833,030325,Carp_(Cyprinus_carpio__Carassius_carassius__Ctenopharyngodon_idellus__Hypophthalmichthys_spp.__Cirrhinus_spp.__Mylopharyngodon_piceus)
1834,030326,Eels_(Anguilla_spp.)
1835,030329,Other
1836,030331,Halibut_(Reinhardtius_hippoglossoides__Hippoglossus_hippoglossus__Hippoglossus_stenolepis)
1837,030332,Plaice_(Pleuronectes_platessa)
1838,030333,Sole_(Solea_spp.)
1839,030334,Turbots_(Psetta_maxima)
1840,030339,Other
1841,030341,Albacore_or_longfinned_tunas_(Thunnus_alalunga)
1842,030342,Yellowfin_tunas_(Thunnus_albacares)
1843,030343,Skipjack_or_stripe-bellied_bonito
1844,030344,Bigeye_tunas_(Thunnus_obesus)
1845,030346,Southern_bluefin_tunas_(Thunnus_maccoyii)
1846,030349,Other
1847,030351,Herrings_(Clupea_harengus__Clupea_pallasii)
1848,030354,Mackerel_(Scomber_scombrus__Scomber_australasicus__Scomber_japonicus)
1849,030355,Jack_and_horse_mackerel_(Trachurus_spp.)
1850,030356,Cobia_(Rachycentron_canadum)
1851,030357,Swordfish_(Xiphias_gladius)
1852,030363,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
1853,030367,Alaska_Pollack_(Theragｒa_chalcogramma)
1854,030381,Dogfish_and_other_sharks
1855,030382,Rays_and_skates_(Rajidae)
1856,030383,Toothfish_(Dissostichus_spp.)
1857,030384,Seabass_(Dicentrarchus_spp.)
1858,030433,Nile_Perch_(Lates_niloticus)
1859,030439,Other
1860,030441,Pacific_salmon_(Oncorhynchus_nerka__Oncorhynchus_gorbuscha__Oncorhynchus_keta__Oncorhynchus_tschawytscha__Oncorhynchus_kisutch__Oncorhynchus_masou_and_Oncorhynchus_rhodurus)__Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
1861,030442,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
1862,030443,Flat_fish_(Pleuronectidae__Bothidae__Cynoglossidae__Soleidae__Scophthalmidae_and_Citharidae)
1863,030445,Swordfish_(Xiphias_gladius)
1864,030446,Toothfish_(Dissostichus_spp.)
1865,030452,Salmonidae
1866,030454,Swordfish_(Xiphias_gladius)
1867,030455,Toothfish_(Dissostichus_spp.)
1868,030461,Tilapias_(Oreochromis_spp.)
1869,030462,Catfish_(Pangasius_spp.__Silurus_spp.__Clarias_spp.__Ictalurus_spp.)
1870,030463,Nile_Perch_(Lates_niloticus)
1871,030469,Other
1872,030471,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
1873,030472,Haddock_(Melanogrammus_aeglefinus)
1874,030473,Coalfish_(Pollachius_virens)
1875,030475,Alaska_Pollack_(Theragra_chalcogramma)
1876,030481,Pacific_salmon_(Oncorhynchus_nerka__Oncorhynchus_gorbuscha__Oncorhynchus_keta__Oncorhynchus_tschawytscha__Oncorhynchus_kisutch__Oncorhynchus_masou_and_Oncorhynchus_rhodurus)__Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
1877,030482,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
1878,030483,Flat_fish_(Pleuronectidae__Bothidae__Cynoglossidae__Soleidae__Scophthalmidae_and_Citharidae)
1879,030484,Swordfish_(Xiphias_gladius)
1880,030485,Toothfish_(Dissostichus_spp.)
1881,030486,Herrings_(Clupea_harengus__Clupea_pallasii)
1882,030491,Swordfish_(Xiphias_gladius)
1883,030492,Toothfish_(Dissostichus_spp.)
1884,030493,Tilapias_(Oreochromis_spp.)__catfish_(Pangasius_spp.__Silurus_spp.__Clarias_spp.__Ictalurus_spp.)__carp_(Cyprinus_carpio__Carassius_carassius__Ctenopharyngodon_idellus__Hypophthalmichthys_spp.__Cirrhinus_spp.__Mylopharyngodon_piceus)__eels_(Anguilla_spp.)__Nile_perch_(Lates_niloticus)_and_snakeheads_(Channa_spp.)
1885,030510,Flours__meals_and_pellets_of_fish__fit_for_human_consumption
1886,030531,Tilapias_(Oreochromis_spp.)__catfish_(Pangasius_spp.__Silurus_spp.__Clarias_spp.__Ictalurus_spp.)__carp_(Cyprinus_carpio__Carassius_carassius__Ctenopharyngodon_idellus__Hypophthalmichthys_spp.__Cirrhinus_spp.__Mylopharyngodon_piceus)__eels_(Anguilla_spp.)__Nile_perch_(Lates_niloticus)_and_snakeheads_(Channa_spp.)
1887,030541,Pacific_salmon_(Oncorhynchus_nerka__Oncorhynchus_gorbuscha__Oncorhynchus_keta__Oncorhynchus_tschawytscha__Oncorhynchus_kisutch__Oncorhynchus_masou_and_Oncorhynchus_rhodurus)__Atlantic_salmon_(Salmo_salar)_and_Danube_salmon_(Hucho_hucho)
1888,030542,Herrings_(Clupea_harengus__Clupea_pallasii)
1889,030543,Trout_(Salmo_trutta__Oncorhynchus_mykiss__Oncorhynchus_clarki__Oncorhynchus_aguabonita__Oncorhynchus_gilae__Oncorhynchus_apache_and_Oncorhynchus_chrysogaster)
1890,030544,Tilapias_(Oreochromis_spp.)__catfish_(Pangasius_spp.__Silurus_spp.__Clarias_spp.__Ictalurus_spp.)__carp_(Cyprinus_carpio__Carassius_carassius__Ctenopharyngodon_idellus__Hypophthalmichthys_spp.__Cirrhinus_spp.__Mylopharyngodon_piceus)__eels_(Anguilla_spp.)__Nile_perch_(Lates_niloticus)_and_snakeheads_(Channa_spp.)
1891,030551,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
1892,030562,Cod_(Gadus_morhua__Gadus_ogac__Gadus_macrocephalus)
1893,030563,Anchovies_(Engraulis_spp.)
1894,030711,Live__fresh_or_chilled
1895,030721,Live__fresh_or_chilled
1896,030731,Live__fresh_or_chilled
1897,030751,Live__fresh_or_chilled
1898,030781,Live__fresh_or_chilled
1899,040630,Processed_cheese__not_grated_or_powdered
1900,040711,Of_fowls_of_the_species_Gallus_domesticus
1901,040719,Other
1902,040721,Of_fowls_of_the_species_Gallus_domesticus
1903,040729,Other
1904,040811,Dried
1905,040819,Other
1906,040891,Dried
1907,040899,Other
1908,040900,Natural_honey
1909,050100,Human_hair__unworked__whether_or_not_washed_or_scoured;_waste_of_human_hair
1910,050210,Pigs'__hogs'_or_boars'_bristles_and_hair_and_waste_thereof
1911,050290,Other
1912,050510,Feathers_of_a_kind_used_for_stuffing;_down
1913,050590,Other
1914,050610,Ossein_and_bones_treated_with_acid
1915,050710,Ivory;_ivory_powder_and_waste
1916,051110,Bovine_semen
1917,060120,Bulbs__tubers__tuberous_roots__corms__crowns_and_rhizomes__in_growth_or_in_flower;_chicory_plants_and_roots
1918,060210,Unrooted_cuttings_and_slips
1919,060220,Trees__shrubs_and_bushes__grafted_or_not__of_kinds_which_bear_edible_fruit_or_nuts
1920,060230,Rhododendrons_and_azaleas__grafted_or_not
1921,060240,Roses__grafted_or_not
1922,060311,Roses
1923,060312,Carnations
1924,060313,Orchids
1925,060314,Chrysanthemums
1926,060315,Lilies_(Lilium_spp.)
1927,060319,Other
1928,060390,Other
1929,060420,Fresh
1930,060490,Other
1931,070110,Seed
1932,070190,Other
1933,070200,Tomatoes__fresh_or_chilled
1934,070320,Garlic
1935,070410,Cauliflowers_and_headed_broccoli
1936,070420,Brussels_sprouts
1937,070511,Cabbage_lettuce_(head_lettuce)
1938,070519,Other
1939,070521,Witloof_chicory_(Cichorium_intybus_var._foliosum)
1940,070529,Other
1941,070610,Carrots_and_turnips
1942,070700,Cucumbers_and_gherkins__fresh_or_chilled
1943,070810,Peas_(Pisum_sativum)
1944,070820,Beans_(Vigna_spp.__Phaseolus_spp.)
1945,070890,Other_leguminous_vegetables
1946,070920,Asparagus
1947,070930,Aubergines_(egg-plants)
1948,070940,Celery_other_than_celeriac
1949,070951,Mushrooms_of_the_genus_Agaricus
1950,070970,Spinach__New_Zealand_spinach_and_orache_spinach_(garden_spinach)
1951,070991,Globe_artichokes
1952,070993,Pumpkins__squash_and_gourds_(Cucurbita_spp.)
1953,071010,Potatoes
1954,071021,Peas_(Pisum_sativum)
1955,071022,Beans_(Vigna_spp.__Phaseolus_spp.)
1956,071030,Spinach__New_Zealand_spinach_and_orache_spinach_(garden_spinach)
1957,071040,Sweet_corn
1958,071120,Olives
1959,071140,Cucumbers_and_gherkins
1960,071151,Mushrooms_of_the_genus_Agaricus
1961,071159,Other
1962,071220,Onions
1963,071231,Mushrooms_of_the_genus_Agaricus
